Product type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Lead time,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Season,Demand Factor
skincare,SKU20,33.96,177,43,1460.28,Female,13,11,27,6,Carrier E,12.62,Supplier 3,Bangalore,11,137,6,41.54,Pending,2.66,Rail,Route B,242.4,Fall,1.0714843511548944
skincare,SKU63,33.95,117,16,543.2,Male,89,29,16,3,Carrier C,30.62,Supplier 1,Mumbai,29,293,11,32.82,Fail,2.457,Air,Route C,204.47,Fall,1.1023928801927996
haircare,SKU5,26.26,86,78,2048.28,Female,17,15,11,4,Carrier C,79.17,Supplier 3,Delhi,15,529,6,30.88,Pending,3.717,Air,Route B,312.24,Fall,1.0675103907898187
haircare,SKU75,18.58,108,87,1616.46,Female,81,26,13,8,Carrier B,20.47,Supplier 1,Delhi,26,457,9,11.66,Pending,4.491,Road,Route C,306.11,Spring,1.0932778746287837
haircare,SKU70,5.53,175,107,591.71,Non-binary,116,16,45,8,Carrier B,35.75,Supplier 3,Bangalore,16,933,20,36.25,Pending,4.228,Road,Route A,327.2,Spring,0.9088582447284633
skincare,SKU80,57.06,27,8,456.48,Male,18,27,7,5,Carrier B,19.16,Supplier 3,Delhi,27,861,9,36.0,Fail,2.597,Road,Route B,316.78,Spring,0.8924446469638971
skincare,SKU73,25.33,25,14,354.62,Unknown,16,25,2,4,Carrier D,6.38,Supplier 3,Mumbai,25,276,15,18.35,Fail,4.995,Rail,Route B,344.69,Fall,1.1301643134632173
haircare,SKU99,27.52,12,4,110.08,Male,10,17,2,1,Carrier C,55.0,Supplier 1,Bangalore,17,555,6,31.2,Pass,0.556,Air,Route B,119.82,Fall,1.1006705593057182
skincare,SKU48,66.0,69,56,3696.0,Female,58,30,39,4,Carrier D,23.27,Supplier 3,Delhi,30,222,20,37.57,Pass,0.033,Rail,Route A,118.44,Spring,1.0522822250191857
skincare,SKU88,97.42,143,134,13054.28,Female,35,30,32,6,Carrier B,12.09,Supplier 3,Bangalore,30,110,9,41.7,Pending,3.557,Road,Route C,265.32,Spring,0.8669152527583704
skincare,SKU40,45.96,178,10,459.6,Female,91,10,16,3,Carrier D,10.86,Supplier 2,Delhi,10,559,7,45.45,Pending,4.609,Rail,Route B,256.79,Fall,0.9532446438367381
skincare,SKU95,36.02,135,20,720.4,Unknown,14,27,21,4,Carrier E,32.48,Supplier 3,Delhi,27,733,13,48.64,Pass,0.511,Rail,Route A,256.78,Winter,1.3763976754392364
haircare,SKU68,8.75,157,154,1347.5,Male,35,30,18,9,Carrier A,42.29,Supplier 3,Delhi,30,463,20,36.41,Fail,4.221,Road,Route C,118.57,Winter,1.275407302394143
skincare,SKU87,80.0,43,42,3360.0,Male,15,9,8,1,Carrier C,26.66,Supplier 3,Mumbai,9,155,5,39.27,Fail,3.064,Air,Route C,278.33,Spring,0.9406475256257876
haircare,SKU60,26.62,166,109,2901.58,Unknown,124,7,1,1,Carrier C,50.79,Supplier 1,Delhi,7,932,6,37.72,Pending,3.386,Air,Route B,405.92,Summer,1.4525139105315568
skincare,SKU62,42.61,153,121,5155.81,Male,58,25,18,5,Carrier E,21.37,Supplier 1,Mumbai,25,786,13,44.0,Fail,3.576,Rail,Route C,480.84,Spring,1.0395575386082174
haircare,SKU53,23.71,47,43,1019.53,Male,20,17,10,7,Carrier E,19.88,Supplier 2,Bangalore,17,738,10,45.93,Pass,1.8,Rail,Route C,279.13,Fall,0.9709367722629544
haircare,SKU17,26.64,160,22,586.08,Male,21,13,49,10,Carrier A,5.55,Supplier 2,Bangalore,13,651,15,14.9,Pass,0.125,Road,Route B,482.25,Fall,0.9140431883732436
skincare,SKU34,66.97,32,21,1406.37,Unknown,12,18,10,5,Carrier E,13.9,Supplier 2,Mumbai,18,305,8,12.38,Pass,0.819,Rail,Route A,489.74,Fall,0.9791508927944969
skincare,SKU39,33.25,78,44,1463.0,Non-binary,18,8,32,8,Carrier B,13.67,Supplier 1,Mumbai,8,946,20,34.77,Pass,0.168,Road,Route A,234.56,Winter,1.3196248190275732
haircare,SKU91,48.99,171,154,7544.46,Non-binary,95,22,8,10,Carrier B,45.65,Supplier 2,Mumbai,22,738,16,21.85,Pending,4.936,Road,Route C,435.01,Fall,1.0278168065879782
skincare,SKU73,84.78,20,15,1271.7,Male,14,15,10,6,Carrier D,30.16,Supplier 2,Delhi,15,642,15,22.11,Pending,3.463,Rail,Route B,281.48,Winter,1.3656518323976674
